kegg_pathway	entrezgene	kegg_pathway_definition
01200	PA4236	Carbon metabolism
01200	PA4329	Carbon metabolism
01200	PA4333	Carbon metabolism
01200	PA4470	Carbon metabolism
01200	PA4602	Carbon metabolism
01200	PA4613	Carbon metabolism
01200	PA4626	Carbon metabolism
01200	PA4640	Carbon metabolism
01200	PA4670	Carbon metabolism
01200	PA4732	Carbon metabolism
01200	PA4733	Carbon metabolism
01200	PA4748	Carbon metabolism
01200	PA4785	Carbon metabolism
01200	PA4810	Carbon metabolism
01200	PA4811	Carbon metabolism
01200	PA4812	Carbon metabolism
01200	PA4829	Carbon metabolism
01200	PA4847	Carbon metabolism
01200	PA4848	Carbon metabolism
01200	PA4960	Carbon metabolism
01200	PA5015	Carbon metabolism
01200	PA5016	Carbon metabolism
01200	PA5046	Carbon metabolism
01200	PA5110	Carbon metabolism
01200	PA5131	Carbon metabolism
01200	PA5173	Carbon metabolism
01200	PA5192	Carbon metabolism
01200	PA5213	Carbon metabolism
01200	PA5214	Carbon metabolism
01200	PA5215	Carbon metabolism
01200	PA5379	Carbon metabolism
01200	PA5415	Carbon metabolism
01200	PA5421	Carbon metabolism
01200	PA5435	Carbon metabolism
01200	PA5436	Carbon metabolism
01200	PA5439	Carbon metabolism
01200	PA5445	Carbon metabolism
01210	PA0353	2-Oxocarboxylic acid metabolism
01210	PA0530	2-Oxocarboxylic acid metabolism
01210	PA0662	2-Oxocarboxylic acid metabolism
01210	PA0904	2-Oxocarboxylic acid metabolism
01210	PA1217	2-Oxocarboxylic acid metabolism
01210	PA1417	2-Oxocarboxylic acid metabolism
01210	PA1562	2-Oxocarboxylic acid metabolism
01210	PA1580	2-Oxocarboxylic acid metabolism
01210	PA1787	2-Oxocarboxylic acid metabolism
01210	PA2035	2-Oxocarboxylic acid metabolism
01210	PA2413	2-Oxocarboxylic acid metabolism
01210	PA2623	2-Oxocarboxylic acid metabolism
01210	PA2624	2-Oxocarboxylic acid metabolism
01210	PA2828	2-Oxocarboxylic acid metabolism
01210	PA3117	2-Oxocarboxylic acid metabolism
01210	PA3118	2-Oxocarboxylic acid metabolism
01210	PA3120	2-Oxocarboxylic acid metabolism
01210	PA3121	2-Oxocarboxylic acid metabolism
01210	PA3506	2-Oxocarboxylic acid metabolism
01210	PA3792	2-Oxocarboxylic acid metabolism
01210	PA4180	2-Oxocarboxylic acid metabolism
01210	PA4402	2-Oxocarboxylic acid metabolism
01210	PA4694	2-Oxocarboxylic acid metabolism
01210	PA4695	2-Oxocarboxylic acid metabolism
01210	PA4696	2-Oxocarboxylic acid metabolism
01210	PA5013	2-Oxocarboxylic acid metabolism
01210	PA5204	2-Oxocarboxylic acid metabolism
01210	PA5206	2-Oxocarboxylic acid metabolism
01210	PA5323	2-Oxocarboxylic acid metabolism
01210	PA5390	2-Oxocarboxylic acid metabolism
01212	PA0098	Fatty acid metabolism
01212	PA0182	Fatty acid metabolism
01212	PA0494	Fatty acid metabolism
01212	PA0879	Fatty acid metabolism
01212	PA1187	Fatty acid metabolism
01212	PA1373	Fatty acid metabolism
01212	PA1470	Fatty acid metabolism
01212	PA1535	Fatty acid metabolism
01212	PA1609	Fatty acid metabolism
01212	PA1610	Fatty acid metabolism
01212	PA1629	Fatty acid metabolism
01212	PA1736	Fatty acid metabolism
01212	PA1737	Fatty acid metabolism
01212	PA1748	Fatty acid metabolism
01212	PA1806	Fatty acid metabolism
01212	PA1821	Fatty acid metabolism
01212	PA1827	Fatty acid metabolism
01212	PA2001	Fatty acid metabolism
01212	PA2550	Fatty acid metabolism
01212	PA2552	Fatty acid metabolism
01212	PA2553	Fatty acid metabolism
01212	PA2815	Fatty acid metabolism
01212	PA2940	Fatty acid metabolism
01212	PA2950	Fatty acid metabolism
01212	PA2965	Fatty acid metabolism
01212	PA2967	Fatty acid metabolism
01212	PA2968	Fatty acid metabolism
01212	PA3013	Fatty acid metabolism
01212	PA3014	Fatty acid metabolism
01212	PA3112	Fatty acid metabolism
01212	PA3299	Fatty acid metabolism
01212	PA3300	Fatty acid metabolism
01212	PA3333	Fatty acid metabolism
01212	PA3426	Fatty acid metabolism
01212	PA3454	Fatty acid metabolism
01212	PA3589	Fatty acid metabolism
01212	PA3639	Fatty acid metabolism
01212	PA3645	Fatty acid metabolism
01212	PA3925	Fatty acid metabolism
01212	PA4089	Fatty acid metabolism
01212	PA4389	Fatty acid metabolism
01212	PA4435	Fatty acid metabolism
01212	PA4785	Fatty acid metabolism
01212	PA4786	Fatty acid metabolism
01212	PA4847	Fatty acid metabolism
01212	PA4848	Fatty acid metabolism
01212	PA4994	Fatty acid metabolism
01212	PA5174	Fatty acid metabolism
01212	PA5524	Fatty acid metabolism
01220	PA0153	Degradation of aromatic compounds
01220	PA0154	Degradation of aromatic compounds
01220	PA0230	Degradation of aromatic compounds
01220	PA0231	Degradation of aromatic compounds
01220	PA0232	Degradation of aromatic compounds
01220	PA0247	Degradation of aromatic compounds
01220	PA0480	Degradation of aromatic compounds
01220	PA1966	Degradation of aromatic compounds
01220	PA2083	Degradation of aromatic compounds
01220	PA2507	Degradation of aromatic compounds
01220	PA2508	Degradation of aromatic compounds
01220	PA2509	Degradation of aromatic compounds
01220	PA2515	Degradation of aromatic compounds
01220	PA2516	Degradation of aromatic compounds
01220	PA2517	Degradation of aromatic compounds
01220	PA2518	Degradation of aromatic compounds
01220	PA3629	Degradation of aromatic compounds
01220	PA4019	Degradation of aromatic compounds
01220	PA4091	Degradation of aromatic compounds
01220	PA4092	Degradation of aromatic compounds
01220	PA4121	Degradation of aromatic compounds
01220	PA4122	Degradation of aromatic compounds
01220	PA4123	Degradation of aromatic compounds
01220	PA4124	Degradation of aromatic compounds
01220	PA4125	Degradation of aromatic compounds
01220	PA4486	Degradation of aromatic compounds
01220	PA5427	Degradation of aromatic compounds
01230	PA0025	Biosynthesis of amino acids
01230	PA0035	Biosynthesis of amino acids
01230	PA0036	Biosynthesis of amino acids
01230	PA0051	Biosynthesis of amino acids
01230	PA0223	Biosynthesis of amino acids
01230	PA0244	Biosynthesis of amino acids
01230	PA0245	Biosynthesis of amino acids
01230	PA0296	Biosynthesis of amino acids
01230	PA0298	Biosynthesis of amino acids
01230	PA0316	Biosynthesis of amino acids
01230	PA0330	Biosynthesis of amino acids
01230	PA0331	Biosynthesis of amino acids
01230	PA0353	Biosynthesis of amino acids
01230	PA0390	Biosynthesis of amino acids
01230	PA0393	Biosynthesis of amino acids
01230	PA0399	Biosynthesis of amino acids
01230	PA0400	Biosynthesis of amino acids
01230	PA0530	Biosynthesis of amino acids
01230	PA0546	Biosynthesis of amino acids
01230	PA0548	Biosynthesis of amino acids
01230	PA0552	Biosynthesis of amino acids
01230	PA0555	Biosynthesis of amino acids
01230	PA0607	Biosynthesis of amino acids
01230	PA0609	Biosynthesis of amino acids
01230	PA0649	Biosynthesis of amino acids
01230	PA0650	Biosynthesis of amino acids
01230	PA0651	Biosynthesis of amino acids
01230	PA0662	Biosynthesis of amino acids
01230	PA0851	Biosynthesis of amino acids
01230	PA0870	Biosynthesis of amino acids
01230	PA0872	Biosynthesis of amino acids
01230	PA0902	Biosynthesis of amino acids
01230	PA0904	Biosynthesis of amino acids
01230	PA0932	Biosynthesis of amino acids
01230	PA1001	Biosynthesis of amino acids
01230	PA1002	Biosynthesis of amino acids
01230	PA1010	Biosynthesis of amino acids
01230	PA1061	Biosynthesis of amino acids
01230	PA1162	Biosynthesis of amino acids
01230	PA1217	Biosynthesis of amino acids
01230	PA1326	Biosynthesis of amino acids
01230	PA1417	Biosynthesis of amino acids
01230	PA1498	Biosynthesis of amino acids
01230	PA1562	Biosynthesis of amino acids
01230	PA1566	Biosynthesis of amino acids
01230	PA1580	Biosynthesis of amino acids
01230	PA1681	Biosynthesis of amino acids
01230	PA1750	Biosynthesis of amino acids
01230	PA1757	Biosynthesis of amino acids
01230	PA1787	Biosynthesis of amino acids
01230	PA1843	Biosynthesis of amino acids
01230	PA1901	Biosynthesis of amino acids
01230	PA1927	Biosynthesis of amino acids
01230	PA2035	Biosynthesis of amino acids
01230	PA2040	Biosynthesis of amino acids
01230	PA2084	Biosynthesis of amino acids
01230	PA2104	Biosynthesis of amino acids
01230	PA2105	Biosynthesis of amino acids
01230	PA2413	Biosynthesis of amino acids
01230	PA2443	Biosynthesis of amino acids
01230	PA2444	Biosynthesis of amino acids
01230	PA2531	Biosynthesis of amino acids
01230	PA2623	Biosynthesis of amino acids
01230	PA2624	Biosynthesis of amino acids
01230	PA2709	Biosynthesis of amino acids
01230	PA2796	Biosynthesis of amino acids
01230	PA2828	Biosynthesis of amino acids
01230	PA2843	Biosynthesis of amino acids
01230	PA2943	Biosynthesis of amino acids
01230	PA3001	Biosynthesis of amino acids
01230	PA3113	Biosynthesis of amino acids
01230	PA3117	Biosynthesis of amino acids
01230	PA3118	Biosynthesis of amino acids
01230	PA3120	Biosynthesis of amino acids
01230	PA3121	Biosynthesis of amino acids
01230	PA3139	Biosynthesis of amino acids
01230	PA3151	Biosynthesis of amino acids
01230	PA3152	Biosynthesis of amino acids
01230	PA3165	Biosynthesis of amino acids
01230	PA3166	Biosynthesis of amino acids
01230	PA3167	Biosynthesis of amino acids
01230	PA3195	Biosynthesis of amino acids
01230	PA3356	Biosynthesis of amino acids
01230	PA3459	Biosynthesis of amino acids
01230	PA3475	Biosynthesis of amino acids
01230	PA3506	Biosynthesis of amino acids
01230	PA3525	Biosynthesis of amino acids
01230	PA3537	Biosynthesis of amino acids
01230	PA3635	Biosynthesis of amino acids
01230	PA3659	Biosynthesis of amino acids
01230	PA3666	Biosynthesis of amino acids
01230	PA3735	Biosynthesis of amino acids
01230	PA3736	Biosynthesis of amino acids
01230	PA3792	Biosynthesis of amino acids
01230	PA3816	Biosynthesis of amino acids
01230	PA4007	Biosynthesis of amino acids
01230	PA4180	Biosynthesis of amino acids
01230	PA4188	Biosynthesis of amino acids
01230	PA4212	Biosynthesis of amino acids
01230	PA4329	Biosynthesis of amino acids
01230	PA4402	Biosynthesis of amino acids
01230	PA4447	Biosynthesis of amino acids
01230	PA4448	Biosynthesis of amino acids
01230	PA4449	Biosynthesis of amino acids
01230	PA4565	Biosynthesis of amino acids
01230	PA4602	Biosynthesis of amino acids
01230	PA4670	Biosynthesis of amino acids
01230	PA4694	Biosynthesis of amino acids
01230	PA4695	Biosynthesis of amino acids
01230	PA4696	Biosynthesis of amino acids
01230	PA4748	Biosynthesis of amino acids
01230	PA4759	Biosynthesis of amino acids
01230	PA4846	Biosynthesis of amino acids
01230	PA4908	Biosynthesis of amino acids
01230	PA4939	Biosynthesis of amino acids
01230	PA4960	Biosynthesis of amino acids
01230	PA5013	Biosynthesis of amino acids
01230	PA5035	Biosynthesis of amino acids
01230	PA5036	Biosynthesis of amino acids
01230	PA5038	Biosynthesis of amino acids
01230	PA5039	Biosynthesis of amino acids
01230	PA5066	Biosynthesis of amino acids
01230	PA5067	Biosynthesis of amino acids
01230	PA5119	Biosynthesis of amino acids
01230	PA5131	Biosynthesis of amino acids
01230	PA5140	Biosynthesis of amino acids
01230	PA5141	Biosynthesis of amino acids
01230	PA5142	Biosynthesis of amino acids
01230	PA5143	Biosynthesis of amino acids
01230	PA5172	Biosynthesis of amino acids
01230	PA5184	Biosynthesis of amino acids
01230	PA5204	Biosynthesis of amino acids
01230	PA5206	Biosynthesis of amino acids
01230	PA5263	Biosynthesis of amino acids
01230	PA5277	Biosynthesis of amino acids
01230	PA5278	Biosynthesis of amino acids
01230	PA5323	Biosynthesis of amino acids
01230	PA5379	Biosynthesis of amino acids
01230	PA5390	Biosynthesis of amino acids
01230	PA5413	Biosynthesis of amino acids
01230	PA5415	Biosynthesis of amino acids
01230	PA5435	Biosynthesis of amino acids
01230	PA5436	Biosynthesis of amino acids
01230	PA5495	Biosynthesis of amino acids
01230	PA5508	Biosynthesis of amino acids
01230	PA5522	Biosynthesis of amino acids
01501	PA0424	beta-Lactam resistance
01501	PA0425	beta-Lactam resistance
01501	PA0426	beta-Lactam resistance
01501	PA0427	beta-Lactam resistance
01501	PA0958	beta-Lactam resistance
01501	PA1798	beta-Lactam resistance
01501	PA1799	beta-Lactam resistance
01501	PA2018	beta-Lactam resistance
01501	PA2019	beta-Lactam resistance
01501	PA2020	beta-Lactam resistance
01501	PA2272	beta-Lactam resistance
01501	PA3005	beta-Lactam resistance
01501	PA3574	beta-Lactam resistance
01501	PA3719	beta-Lactam resistance
01501	PA3721	beta-Lactam resistance
01501	PA4003	beta-Lactam resistance
01501	PA4109	beta-Lactam resistance
01501	PA4110	beta-Lactam resistance
01501	PA4144	beta-Lactam resistance
01501	PA4374	beta-Lactam resistance
01501	PA4375	beta-Lactam resistance
01501	PA4393	beta-Lactam resistance
01501	PA4418	beta-Lactam resistance
01501	PA4974	beta-Lactam resistance
01501	PA5045	beta-Lactam resistance
01501	PA5471	beta-Lactam resistance
01501	PA5514	beta-Lactam resistance
01502	PA0749	Vancomycin resistance
01502	PA4201	Vancomycin resistance
01502	PA4410	Vancomycin resistance
01502	PA4412	Vancomycin resistance
01502	PA4415	Vancomycin resistance
01502	PA4416	Vancomycin resistance
01502	PA4930	Vancomycin resistance
01502	PA5302	Vancomycin resistance
01503	PA0425	Cationic antimicrobial peptide (CAMP) resistance
01503	PA0426	Cationic antimicrobial peptide (CAMP) resistance
01503	PA0766	Cationic antimicrobial peptide (CAMP) resistance
01503	PA0920	Cationic antimicrobial peptide (CAMP) resistance
01503	PA1179	Cationic antimicrobial peptide (CAMP) resistance
01503	PA1180	Cationic antimicrobial peptide (CAMP) resistance
01503	PA1249	Cationic antimicrobial peptide (CAMP) resistance
01503	PA1798	Cationic antimicrobial peptide (CAMP) resistance
01503	PA1799	Cationic antimicrobial peptide (CAMP) resistance
01503	PA1972	Cationic antimicrobial peptide (CAMP) resistance
01503	PA3227	Cationic antimicrobial peptide (CAMP) resistance
01503	PA3310	Cationic antimicrobial peptide (CAMP) resistance
01503	PA3552	Cationic antimicrobial peptide (CAMP) resistance
01503	PA3553	Cationic antimicrobial peptide (CAMP) resistance
01503	PA3554	Cationic antimicrobial peptide (CAMP) resistance
01503	PA3555	Cationic antimicrobial peptide (CAMP) resistance
01503	PA3556	Cationic antimicrobial peptide (CAMP) resistance
01503	PA3557	Cationic antimicrobial peptide (CAMP) resistance
01503	PA3558	Cationic antimicrobial peptide (CAMP) resistance
01503	PA3644	Cationic antimicrobial peptide (CAMP) resistance
01503	PA3724	Cationic antimicrobial peptide (CAMP) resistance
01503	PA4144	Cationic antimicrobial peptide (CAMP) resistance
01503	PA4374	Cationic antimicrobial peptide (CAMP) resistance
01503	PA4375	Cationic antimicrobial peptide (CAMP) resistance
01503	PA4947	Cationic antimicrobial peptide (CAMP) resistance
01503	PA4974	Cationic antimicrobial peptide (CAMP) resistance
01503	PA5489	Cationic antimicrobial peptide (CAMP) resistance
01503	PA5538	Cationic antimicrobial peptide (CAMP) resistance
02010	PA0030	ABC transporters
02010	PA0136	ABC transporters
02010	PA0137	ABC transporters
02010	PA0138	ABC transporters
02010	PA0146	ABC transporters
02010	PA0184	ABC transporters
02010	PA0185	ABC transporters
02010	PA0186	ABC transporters
02010	PA0203	ABC transporters
02010	PA0204	ABC transporters
02010	PA0205	ABC transporters
02010	PA0206	ABC transporters
02010	PA0280	ABC transporters
02010	PA0281	ABC transporters
02010	PA0282	ABC transporters
02010	PA0283	ABC transporters
02010	PA0300	ABC transporters
02010	PA0301	ABC transporters
02010	PA0302	ABC transporters
02010	PA0303	ABC transporters
02010	PA0304	ABC transporters
02010	PA0313	ABC transporters
02010	PA0314	ABC transporters
02010	PA0323	ABC transporters
02010	PA0324	ABC transporters
02010	PA0325	ABC transporters
02010	PA0326	ABC transporters
02010	PA0374	ABC transporters
02010	PA0375	ABC transporters
02010	PA0888	ABC transporters
02010	PA0889	ABC transporters
02010	PA0890	ABC transporters
02010	PA0892	ABC transporters
02010	PA1070	ABC transporters
02010	PA1071	ABC transporters
02010	PA1072	ABC transporters
02010	PA1073	ABC transporters
02010	PA1074	ABC transporters
02010	PA1246	ABC transporters
02010	PA1256	ABC transporters
02010	PA1257	ABC transporters
02010	PA1258	ABC transporters
02010	PA1260	ABC transporters
02010	PA1339	ABC transporters
02010	PA1340	ABC transporters
02010	PA1341	ABC transporters
02010	PA1342	ABC transporters
02010	PA1386	ABC transporters
02010	PA1410	ABC transporters
02010	PA1475	ABC transporters
02010	PA1476	ABC transporters
02010	PA1477	ABC transporters
02010	PA1478	ABC transporters
02010	PA1493	ABC transporters
02010	PA1807	ABC transporters
02010	PA1808	ABC transporters
02010	PA1809	ABC transporters
02010	PA1810	ABC transporters
02010	PA1811	ABC transporters
02010	PA1861	ABC transporters
02010	PA1862	ABC transporters
02010	PA1863	ABC transporters
02010	PA1876	ABC transporters
02010	PA1946	ABC transporters
02010	PA1947	ABC transporters
02010	PA1948	ABC transporters
02010	PA2058	ABC transporters
02010	PA2059	ABC transporters
02010	PA2060	ABC transporters
02010	PA2061	ABC transporters
02010	PA2338	ABC transporters
02010	PA2339	ABC transporters
02010	PA2340	ABC transporters
02010	PA2341	ABC transporters
02010	PA2349	ABC transporters
02010	PA2350	ABC transporters
02010	PA2351	ABC transporters
02010	PA2390	ABC transporters
02010	PA2397	ABC transporters
02010	PA2407	ABC transporters
02010	PA2408	ABC transporters
02010	PA2409	ABC transporters
02010	PA2548	ABC transporters
02010	PA2592	ABC transporters
02010	PA2594	ABC transporters
02010	PA2595	ABC transporters
02010	PA2596	ABC transporters
02010	PA2678	ABC transporters
02010	PA2711	ABC transporters
02010	PA2923	ABC transporters
02010	PA2924	ABC transporters
02010	PA2925	ABC transporters
02010	PA2926	ABC transporters
02010	PA2986	ABC transporters
02010	PA2987	ABC transporters
02010	PA2988	ABC transporters
02010	PA3187	ABC transporters
02010	PA3188	ABC transporters
02010	PA3189	ABC transporters
02010	PA3190	ABC transporters
02010	PA3211	ABC transporters
02010	PA3212	ABC transporters
02010	PA3213	ABC transporters
02010	PA3228	ABC transporters
02010	PA3236	ABC transporters
02010	PA3313	ABC transporters
02010	PA3314	ABC transporters
02010	PA3315	ABC transporters
02010	PA3316	ABC transporters
02010	PA3364	ABC transporters
02010	PA3382	ABC transporters
02010	PA3383	ABC transporters
02010	PA3384	ABC transporters
02010	PA3394	ABC transporters
02010	PA3395	ABC transporters
02010	PA3406	ABC transporters
02010	PA3442	ABC transporters
02010	PA3443	ABC transporters
02010	PA3445	ABC transporters
02010	PA3447	ABC transporters
02010	PA3448	ABC transporters
02010	PA3449	ABC transporters
02010	PA3538	ABC transporters
02010	PA3607	ABC transporters
02010	PA3608	ABC transporters
02010	PA3609	ABC transporters
02010	PA3610	ABC transporters
02010	PA3827	ABC transporters
02010	PA3828	ABC transporters
02010	PA3858	ABC transporters
02010	PA3865	ABC transporters
02010	PA3888	ABC transporters
02010	PA3889	ABC transporters
02010	PA3890	ABC transporters
02010	PA3891	ABC transporters
02010	PA3931	ABC transporters
02010	PA3936	ABC transporters
02010	PA3937	ABC transporters
02010	PA3938	ABC transporters
02010	PA4045	ABC transporters
02010	PA4143	ABC transporters
02010	PA4452	ABC transporters
02010	PA4453	ABC transporters
02010	PA4454	ABC transporters
02010	PA4455	ABC transporters
02010	PA4456	ABC transporters
02010	PA4461	ABC transporters
02010	PA4496	ABC transporters
02010	PA4500	ABC transporters
02010	PA4502	ABC transporters
02010	PA4503	ABC transporters
02010	PA4504	ABC transporters
02010	PA4505	ABC transporters
02010	PA4506	ABC transporters
02010	PA4687	ABC transporters
02010	PA4688	ABC transporters
02010	PA4858	ABC transporters
02010	PA4859	ABC transporters
02010	PA4860	ABC transporters
02010	PA4861	ABC transporters
02010	PA4862	ABC transporters
02010	PA4909	ABC transporters
02010	PA4910	ABC transporters
02010	PA4911	ABC transporters
02010	PA4912	ABC transporters
02010	PA4913	ABC transporters
02010	PA4997	ABC transporters
02010	PA5094	ABC transporters
02010	PA5095	ABC transporters
02010	PA5096	ABC transporters
02010	PA5103	ABC transporters
02010	PA5152	ABC transporters
02010	PA5153	ABC transporters
02010	PA5154	ABC transporters
02010	PA5155	ABC transporters
02010	PA5216	ABC transporters
02010	PA5217	ABC transporters
02010	PA5366	ABC transporters
02010	PA5367	ABC transporters
02010	PA5368	ABC transporters
02010	PA5369	ABC transporters
02010	PA5376	ABC transporters
02010	PA5377	ABC transporters
02010	PA5378	ABC transporters
02010	PA5388	ABC transporters
02010	PA5450	ABC transporters
02010	PA5451	ABC transporters
02010	PA5498	ABC transporters
02010	PA5500	ABC transporters
02010	PA5501	ABC transporters
02010	PA5503	ABC transporters
02010	PA5504	ABC transporters
02010	PA5505	ABC transporters
02020	PA0001	Two-component system
02020	PA0112	Two-component system
02020	PA0119	Two-component system
02020	PA0173	Two-component system
02020	PA0175	Two-component system
02020	PA0176	Two-component system
02020	PA0177	Two-component system
02020	PA0178	Two-component system
02020	PA0179	Two-component system
02020	PA0180	Two-component system
02020	PA0190	Two-component system
02020	PA0275	Two-component system
02020	PA0296	Two-component system
02020	PA0298	Two-component system
02020	PA0408	Two-component system
02020	PA0409	Two-component system
02020	PA0410	Two-component system
02020	PA0411	Two-component system
02020	PA0412	Two-component system
02020	PA0413	Two-component system
02020	PA0414	Two-component system
02020	PA0415	Two-component system
02020	PA0463	Two-component system
02020	PA0464	Two-component system
02020	PA0472	Two-component system
02020	PA0518	Two-component system
02020	PA0652	Two-component system
02020	PA0749	Two-component system
02020	PA0752	Two-component system
02020	PA0753	Two-component system
02020	PA0754	Two-component system
02020	PA0756	Two-component system
02020	PA0757	Two-component system
02020	PA0766	Two-component system
02020	PA0884	Two-component system
02020	PA0885	Two-component system
02020	PA0886	Two-component system
02020	PA0905	Two-component system
02020	PA0920	Two-component system
02020	PA0928	Two-component system
02020	PA0929	Two-component system
02020	PA0930	Two-component system
02020	PA0931	Two-component system
02020	PA0958	Two-component system
02020	PA1092	Two-component system
02020	PA1097	Two-component system
02020	PA1098	Two-component system
02020	PA1099	Two-component system
02020	PA1157	Two-component system
02020	PA1158	Two-component system
02020	PA1179	Two-component system
02020	PA1180	Two-component system
02020	PA1183	Two-component system
02020	PA1335	Two-component system
02020	PA1336	Two-component system
02020	PA1337	Two-component system
02020	PA1339	Two-component system
02020	PA1340	Two-component system
02020	PA1341	Two-component system
02020	PA1342	Two-component system
02020	PA1423	Two-component system
02020	PA1437	Two-component system
02020	PA1438	Two-component system
02020	PA1455	Two-component system
02020	PA1456	Two-component system
02020	PA1458	Two-component system
02020	PA1459	Two-component system
02020	PA1460	Two-component system
02020	PA1463	Two-component system
02020	PA1464	Two-component system
02020	PA1552	Two-component system
02020	PA1552.1	Two-component system
02020	PA1553	Two-component system
02020	PA1554	Two-component system
02020	PA1555	Two-component system
02020	PA1556	Two-component system
02020	PA1557	Two-component system
02020	PA1561	Two-component system
02020	PA1566	Two-component system
02020	PA1608	Two-component system
02020	PA1611	Two-component system
02020	PA1632	Two-component system
02020	PA1633	Two-component system
02020	PA1634	Two-component system
02020	PA1635	Two-component system
02020	PA1636	Two-component system
02020	PA1637	Two-component system
02020	PA1638	Two-component system
02020	PA1646	Two-component system
02020	PA1736	Two-component system
02020	PA1798	Two-component system
02020	PA1799	Two-component system
02020	PA1856	Two-component system
02020	PA1930	Two-component system
02020	PA1976	Two-component system
02020	PA1980	Two-component system
02020	PA2001	Two-component system
02020	PA2002	Two-component system
02020	PA2018	Two-component system
02020	PA2019	Two-component system
02020	PA2040	Two-component system
02020	PA2050	Two-component system
02020	PA2051	Two-component system
02020	PA2523	Two-component system
02020	PA2524	Two-component system
02020	PA2526	Two-component system
02020	PA2527	Two-component system
02020	PA2528	Two-component system
02020	PA2548	Two-component system
02020	PA2553	Two-component system
02020	PA2561	Two-component system
02020	PA2573	Two-component system
02020	PA2583	Two-component system
02020	PA2586	Two-component system
02020	PA2652	Two-component system
02020	PA2654	Two-component system
02020	PA2686	Two-component system
02020	PA2687	Two-component system
02020	PA2688	Two-component system
02020	PA2809	Two-component system
02020	PA2810	Two-component system
02020	PA2824	Two-component system
02020	PA2920	Two-component system
02020	PA2978	Two-component system
02020	PA3045	Two-component system
02020	PA3296	Two-component system
02020	PA3345	Two-component system
02020	PA3346	Two-component system
02020	PA3347	Two-component system
02020	PA3348	Two-component system
02020	PA3349	Two-component system
02020	PA3351	Two-component system
02020	PA3356	Two-component system
02020	PA3409	Two-component system
02020	PA3471	Two-component system
02020	PA3476	Two-component system
02020	PA3540	Two-component system
02020	PA3552	Two-component system
02020	PA3589	Two-component system
02020	PA3658	Two-component system
02020	PA3702	Two-component system
02020	PA3703	Two-component system
02020	PA3704	Two-component system
02020	PA3705	Two-component system
02020	PA3706	Two-component system
02020	PA3707	Two-component system
02020	PA3708	Two-component system
02020	PA3714	Two-component system
02020	PA3872	Two-component system
02020	PA3873	Two-component system
02020	PA3874	Two-component system
02020	PA3875	Two-component system
02020	PA3878	Two-component system
02020	PA3879	Two-component system
02020	PA3899	Two-component system
02020	PA3900	Two-component system
02020	PA3910	Two-component system
02020	PA3925	Two-component system
02020	PA3929	Two-component system
02020	PA3930	Two-component system
02020	PA3946	Two-component system
02020	PA3948	Two-component system
02020	PA4080	Two-component system
02020	PA4133	Two-component system
02020	PA4144	Two-component system
02020	PA4290	Two-component system
02020	PA4307	Two-component system
02020	PA4309	Two-component system
02020	PA4310	Two-component system
02020	PA4429	Two-component system
02020	PA4430	Two-component system
02020	PA4431	Two-component system
02020	PA4462	Two-component system
02020	PA4493	Two-component system
02020	PA4494	Two-component system
02020	PA4520	Two-component system
02020	PA4525	Two-component system
02020	PA4546	Two-component system
02020	PA4547	Two-component system
02020	PA4616	Two-component system
02020	PA4633	Two-component system
02020	PA4776	Two-component system
02020	PA4777	Two-component system
02020	PA4785	Two-component system
02020	PA4885	Two-component system
02020	PA4886	Two-component system
02020	PA4915	Two-component system
02020	PA4954	Two-component system
02020	PA4974	Two-component system
02020	PA5072	Two-component system
02020	PA5119	Two-component system
02020	PA5124	Two-component system
02020	PA5125	Two-component system
02020	PA5165	Two-component system
02020	PA5166	Two-component system
02020	PA5167	Two-component system
02020	PA5168	Two-component system
02020	PA5169	Two-component system
02020	PA5199	Two-component system
02020	PA5200	Two-component system
02020	PA5261	Two-component system
02020	PA5262	Two-component system
02020	PA5360	Two-component system
02020	PA5361	Two-component system
02020	PA5369	Two-component system
02020	PA5483	Two-component system
02020	PA5484	Two-component system
02020	PA5508	Two-component system
02020	PA5511	Two-component system
02020	PA5512	Two-component system
02020	PA5522	Two-component system
02024	PA0222	Quorum sensing
02024	PA0275	Quorum sensing
02024	PA0295	Quorum sensing
02024	PA0373	Quorum sensing
02024	PA0427	Quorum sensing
02024	PA0602	Quorum sensing
02024	PA0603	Quorum sensing
02024	PA0604	Quorum sensing
02024	PA0605	Quorum sensing
02024	PA0606	Quorum sensing
02024	PA0609	Quorum sensing
02024	PA0649	Quorum sensing
02024	PA0652	Quorum sensing
02024	PA0709	Quorum sensing
02024	PA0844	Quorum sensing
02024	PA0996	Quorum sensing
02024	PA0997	Quorum sensing
02024	PA0998	Quorum sensing
02024	PA0999	Quorum sensing
02024	PA1000	Quorum sensing
02024	PA1001	Quorum sensing
02024	PA1002	Quorum sensing
02024	PA1003	Quorum sensing
02024	PA1070	Quorum sensing
02024	PA1071	Quorum sensing
02024	PA1072	Quorum sensing
02024	PA1073	Quorum sensing
02024	PA1074	Quorum sensing
02024	PA1130	Quorum sensing
02024	PA1430	Quorum sensing
02024	PA1432	Quorum sensing
02024	PA1637	Quorum sensing
02024	PA1750	Quorum sensing
02024	PA1871	Quorum sensing
02024	PA1874	Quorum sensing
02024	PA1899	Quorum sensing
02024	PA1900	Quorum sensing
02024	PA1901	Quorum sensing
02024	PA1902	Quorum sensing
